time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-10 00:00:00+00:00,11,6,1,1
2026-08-11 00:00:00+00:00,10,6,0,0
2026-08-12 00:00:00+00:00,9,4,0,0
2026-08-13 00:00:00+00:00,27,16,0,0
2026-08-14 00:00:00+00:00,26,22,3,1
2026-08-15 00:00:00+00:00,3,3,1,1
2026-08-16 00:00:00+00:00,6,6,0,0
2026-08-17 00:00:00+00:00,21,13,0,0
2026-08-18 00:00:00+00:00,38,24,1,1
2026-08-19 00:00:00+00:00,19,14,0,0
2026-08-20 00:00:00+00:00,10,7,1,1
2026-08-21 00:00:00+00:00,5,5,1,1
2026-08-22 00:00:00+00:00,16,7,0,0
2026-08-23 00:00:00+00:00,30,16,0,0
