time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-09 00:00:00+00:00,7.0,2.0,8.0,1.0
2024-11-11 00:00:00+00:00,1.0,1.0,8.0,1.0
2024-11-12 00:00:00+00:00,,,19.0,3.0
2024-11-13 00:00:00+00:00,,,5.0,2.0
2024-11-15 00:00:00+00:00,2.0,1.0,1.0,1.0
2024-11-16 00:00:00+00:00,3.0,1.0,,
2024-11-17 00:00:00+00:00,4.0,2.0,,
2024-11-18 00:00:00+00:00,3.0,2.0,,
2024-11-19 00:00:00+00:00,4.0,1.0,,
2024-11-20 00:00:00+00:00,32.0,10.0,48.0,1.0
2024-11-21 00:00:00+00:00,27.0,8.0,40.0,2.0
2024-11-22 00:00:00+00:00,18.0,4.0,14.0,1.0
